Michael Brunelle|0|0|0|0|0|0|3.0|0|0|0|0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5.0|0|0|0|0|0|0|0
LB|5.0|4.0|0|0|0|0|0|0|0|0|0|0|0|0|0|5.0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Rain Nightmoon|0|0|0|5.0|0|0|0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3.0|0|0|0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|5.0|0|0|0|0|0|0
G.V. Rossi|0|0|0|4.0|1.0|0|0|0|0|0|5.0|0|0|3.0|0|0|0|0|0|0|0|0|4.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
MC|0|0|0|0|0|1.0|2.0|1.0|0|0|0|4.0|0|0|3.0|0|0|0|0|0|0|0|4.0|0|0|0|5.0|0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Deborah|5.0|0|0|0|0|0|5.0|0|0|0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
RVNut|0|0|0|0|0|2.0|4.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Frank F.|0|0|0|4.0|0|0|0|0|0|0|0|0|0|0|0|4.0|0|0|0|0|0|0|0|0|0|0|0|0|3.0|0|0|3.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Economist|4.0|0|5.0|0|0|0|5.0|0|0|0|0|0|2.0|0|0|0|0|3.0|0|0|0|5.0|0|0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Karl|4.0|5.0|4.0|0|0|4.0|0|0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Jim|5.0|5.0|5.0|5.0|2.0|2.0|5.0|0|0|5.0|0|0|0|3.0|0|5.0|0|0|0|0|4.0|4.0|0|0|5.0|0|0|0|5.0|0|5.0|3.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
shannon|0|0|0|4.0|0|0|0|0|0|0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5.0|3.0|0|0|0|0|0|0|0|0|0|0
PC|0|0|0|0|0|2.0|0|1.0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
sarah|0|0|0|0|0|0|0|3.0|0|2.0|0|2.0|0|0|0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
john|3.0|0|0|0|0|1.0|1.0|0|0|0|0|0|0|4.0|0|4.0|0|0|0|0|0|0|4.0|5.0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Gray|0|0|0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5.0|0|0|0|0|0|0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Martin|5.0|5.0|0|0|5.0|0|0|5.0|1.0|0|0|0|0|0|0|0|0|0|0|0|3.0|0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Eric|5.0|0|0|0|2.0|1.0|0|0|1.0|4.0|4.0|0|3.0|0|5.0|0|0|0|5.0|0|2.0|0|3.0|0|0|0|0|0|0|0|0|0|0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0
amy|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|4.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
C Mayfair|0|0|0|0|0|0|0|4.0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0
CLAUDE H BARRON JR|0|0|4.0|5.0|0|0|3.0|0|0|0|0|4.0|4.0|0|0|4.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Steve|5.0|0|5.0|5.0|1.0|1.0|0|0|2.0|5.0|0|0|0|0|0|1.0|0|3.0|0|0|5.0|0|1.0|4.0|0|0|5.0|0|0|0|0|5.0|0|0|0|0|5.0|0|1.0|2.0|0|0|0|0|0|0|0|0
Charlene|0|5.0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5.0|0|0|0|0|0|0|0|0|0|2.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Rbn Worley|0|0|0|5.0|0|0|5.0|0|0|0|0|0|0|0|0|0|0|5.0|0|0|0|0|0|0|0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
True-Review|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
William Schoebel|0|0|4.0|4.0|0|0|0|0|0|0|0|0|0|0|0|4.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Michael M.|3.0|0|0|0|0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3.0|0|0|0|0|0|0|0|0
tiny|0|0|0|0|0|0|0|0|0|5.0|3.0|3.0|0|0|0|0|4.0|0|0|0|0|5.0|0|0|0|0|0|0|0|0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Patrick Potts|0|0|0|0|0|0|0|0|5.0|0|0|0|0|0|0|0|0|0|0|5.0|0|0|0|4.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
RBSProds|4.0|0|4.0|0|5.0|5.0|4.0|4.0|5.0|0|0|0|0|0|0|0|0|0|5.0|5.0|0|0|0|0|0|0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
G|5.0|0|0|0|3.0|0|0|0|0|0|0|0|5.0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Angel|0|0|4.0|0|0|0|0|0|0|0|3.0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
william|4.0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4.0|0|0|0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
S_T_N|0|0|3.0|5.0|0|0|0|0|0|0|0|0|0|0|4.0|0|0|0|0|0|0|0|0|0|0|5.0|0|0|0|0|5.0|0|0|0|4.0|0|0|0|0|0|0|0|0|0|0|0|0|0
Kelli|0|0|0|0|0|0|0|0|0|0|4.0|0|0|0|0|0|0|0|0|0|0|0|0|5.0|0|0|0|0|0|0|0|0|0|0|3.0|0|0|0|0|0|0|0|0|0|0|0|0|0
J. Brown|0|5.0|0|0|0|0|0|0|0|5.0|0|0|0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Jared Lee|3.0|0|0|0|0|0|3.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0
Sammy|5.0|0|0|0|0|0|1.0|5.0|0|0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Scott Meyer|5.0|0|4.0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|4.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Victoria|0|0|0|0|0|0|0|0|0|5.0|0|0|0|0|0|0|5.0|0|0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Just Me|0|0|5.0|0|0|0|0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4.0|0|0|0|0|0|0|0|0|0|0|0|0
Carl V.|0|0|0|0|0|0|0|0|0|0|0|0|0|5.0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
rob|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|3.0|0|4.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0
Mimi|0|5.0|0|5.0|0|0|0|0|0|0|4.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Lauren|0|5.0|5.0|0|0|0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|5.0|0|0|5.0|5.0|0|0|0|0|5.0|0|0|5.0|0|0|0|0|0|0|0|0|0|3.0|0|0|0|0
Music & Book Fanatic|0|2.0|0|0|0|3.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3.0|0|0|0|0|0|0|3.0|0|0|0|0|0|0|0|0|0|0|0|0|0
Larry|4.0|0|0|5.0|0|0|0|0|0|0|0|0|5.0|2.0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|2.0|0|0|0|0|0|0|0|0
michael a crown|0|0|5.0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|3.0|0|0|0|0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
