Renee, NY|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5.0|0|0|0|0|4.0|0|0|5.0|5.0|0|0|0|0|0|0|0
LA|2.0|0|0|0|0|0|0|0|0|0|0|0|5.0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4.0|0|0|0|0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0
Laura|0|3.0|0|0|0|0|0|0|0|1.0|5.0|0|1.0|0|0|0|0|0|5.0|0|0|2.0|0|3.0|0|5.0|4.0|0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
HolyJIEbus|0|0|4.0|0|4.0|0|0|0|4.0|0|5.0|0|0|4.0|5.0|0|0|4.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4.0|0|0|0|4.0|0|0|0|0|0|0
MM|5.0|0|0|0|0|5.0|0|0|0|0|0|3.0|5.0|0|0|0|0|0|0|0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Alicia|4.0|0|0|0|0|0|0|5.0|0|3.0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Lorraine S.|0|0|5.0|5.0|0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Katelyn|0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4.0|0|0|0|0|0|0|0|0
Michael Gentil|0|0|0|0|0|0|0|5.0|0|0|0|2.0|0|0|0|0|0|0|0|0|0|0|0|0|4.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0
Buzz|5.0|0|0|0|5.0|2.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5.0|0|0|0|0|0|0
Chris T.|3.0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
VjL|0|0|0|5.0|0|0|0|0|0|0|0|0|5.0|0|0|0|0|3.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
intheWood|5.0|4.0|0|5.0|0|0|0|0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Michael Grösch-McCluskey|0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4.0|0|0|0|0|0|0|5.0|0|0|0|0|4.0|0|0|0|0|0|5.0|0|5.0|0|0|0|0|0|0|0|0|0
bruce|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5.0|0|0|0|5.0|0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
G. Teslovich|0|0|4.0|0|3.0|0|1.0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Jan|5.0|0|5.0|0|0|0|0|0|0|5.0|0|5.0|0|0|0|0|0|0|0|3.0|0|0|5.0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|3.0|0|0|5.0|0|0|0|0|0|0|0
Brian Johnson|0|0|0|0|0|0|0|0|0|0|5.0|0|0|0|0|4.0|0|0|0|0|0|0|3.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
