Lg|0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|5.0|0|0|0|0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
DorothyZ|5.0|0|4.0|5.0|0|0|4.0|5.0|0|3.0|4.0|0|0|0|0|0|0|2.0|0|0|0|4.0|4.0|0|0|0|4.0|0|2.0|0|0|5.0|0|0|0|0|0|4.0|0|0|0|0|0|0|0|0|0|0
Aaron|4.0|0|0|4.0|2.0|2.0|0|5.0|0|0|5.0|0|0|0|4.0|2.0|0|1.0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3.0|0|0|0|5.0|0|0|0|0|0|0|0
MD|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5.0|0|0|0
LD|0|4.0|0|0|0|0|0|0|0|3.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5.0|0|0|0|0
James Layman|0|0|0|5.0|5.0|0|5.0|0|0|0|0|0|0|4.0|0|0|0|0|0|0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Charlie|0|0|4.0|0|0|0|0|1.0|0|5.0|5.0|4.0|0|4.0|0|0|0|0|0|1.0|5.0|0|0|0|0|0|0|0|0|0|0|0|5.0|0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0
Mel C|0|0|0|0|0|0|0|0|0|5.0|0|5.0|0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Kari|0|0|0|0|0|0|0|0|0|5.0|0|5.0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Arthur S.|0|0|0|0|5.0|4.0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Brooke|0|0|0|0|0|0|0|0|0|0|0|0|5.0|0|0|0|0|0|0|5.0|0|0|0|0|0|0|0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
